6.540699999999999769e-04,-3.735200000000000152e-04
9.345199999999999904e-04,5.548999999999999896e-05
1.267200000000000010e-03,5.690299999999999915e-04
1.477299999999999967e-03,4.107200000000000250e-05
1.566600000000000024e-03,6.369200000000000209e-04
1.623199999999999990e-03,9.560799999999999941e-04
1.606100000000000062e-03,5.484300000000000329e-04
1.548600000000000020e-03,5.714099999999999518e-04
1.512200000000000003e-03,6.516199999999999987e-04
1.393499999999999990e-03,-4.433899999999999951e-04
1.164899999999999963e-03,-1.907499999999999907e-03
9.008300000000000335e-04,-2.219800000000000072e-03
6.217300000000000257e-04,-1.758800000000000033e-03
4.219199999999999990e-04,-1.540799999999999939e-03
2.981500000000000101e-04,-1.573399999999999972e-03
2.244799999999999920e-04,-8.835499999999999821e-04
2.302399999999999911e-04,-8.777599999999999986e-04
2.792399999999999895e-04,-9.062299999999999479e-04
3.943899999999999966e-04,-5.636799999999999970e-04
5.510299999999999877e-04,-6.064300000000000333e-04
6.267599999999999691e-04,-7.124399999999999483e-04
6.560399999999999869e-04,-9.621400000000000004e-04
7.273299999999999904e-04,-1.415099999999999919e-04
7.829700000000000201e-04,-5.860900000000000078e-05
7.363899999999999613e-04,-1.596900000000000056e-03
5.865799999999999573e-04,-1.631400000000000081e-03
3.026300000000000214e-04,-1.258699999999999966e-03
-9.513600000000000528e-05,-1.800100000000000007e-03
-4.668900000000000242e-04,-2.301600000000000000e-03
-6.534600000000000217e-04,-2.347399999999999921e-03
-6.871899999999999580e-04,-1.814499999999999924e-03
-6.718199999999999476e-04,-1.415299999999999978e-03
-5.758599999999999787e-04,-7.002900000000000054e-04
-4.478500000000000167e-04,-2.825599999999999848e-05
-3.945700000000000119e-04,5.816099999999999829e-04
-4.427200000000000167e-04,6.117499999999999620e-05
-4.050600000000000012e-04,-5.454999999999999780e-04
-2.661900000000000247e-04,-1.597799999999999847e-05
-2.632000000000000008e-04,-8.836099999999999510e-04
-3.331499999999999934e-04,-2.004399999999999932e-03
-3.601499999999999992e-04,-1.904300000000000046e-03
-4.778299999999999974e-04,-1.306599999999999992e-03
-7.120400000000000470e-04,-1.395500000000000039e-03
-9.095699999999999532e-04,-1.164300000000000057e-03
-9.774399999999999929e-04,-6.713300000000000387e-04
-1.060699999999999924e-03,-5.724999999999999837e-04
-1.275899999999999951e-03,-3.290699999999999919e-04
-1.328299999999999923e-03,-9.721800000000000669e-06
-1.060699999999999924e-03,-1.834000000000000127e-04
-8.007300000000000398e-04,-9.303999999999999554e-04
-6.831100000000000106e-04,-1.314000000000000064e-03
-4.948700000000000104e-04,-1.292699999999999926e-03
-3.120999999999999968e-04,-1.069599999999999978e-03
-2.875399999999999744e-04,-7.940399999999999802e-04
-4.073400000000000133e-04,1.859999999999999945e-04
-6.045999999999999508e-04,1.865600000000000027e-04
-7.760199999999999867e-04,-4.465399999999999903e-04
-9.319600000000000150e-04,-2.809600000000000205e-04
-1.065200000000000088e-03,2.404700000000000067e-04
-1.091799999999999975e-03,-2.128300000000000070e-04
-1.006500000000000016e-03,-9.157599999999999464e-04
-9.414000000000000059e-04,4.697099999999999735e-04
-8.737400000000000201e-04,1.075900000000000077e-03
-7.602000000000000467e-04,3.081199999999999976e-04
-6.312200000000000449e-04,5.738400000000000488e-04
-5.744600000000000531e-04,-9.459499999999999810e-05
-6.559800000000000179e-04,-1.218300000000000069e-03
-7.595300000000000142e-04,-9.129099999999999585e-04
-6.935599999999999665e-04,-9.972900000000000688e-04
-5.628299999999999493e-04,-1.346200000000000088e-03
-5.684600000000000156e-04,-1.164899999999999963e-03
-5.274999999999999741e-04,-6.049000000000000123e-04
-3.700500000000000230e-04,-1.952400000000000077e-04
-2.923099999999999982e-04,-4.352599999999999763e-04
-3.818699999999999742e-04,-4.725600000000000156e-04
-5.111300000000000478e-04,1.746899999999999961e-04
-6.104100000000000324e-04,7.901499999999999886e-04
-5.997799999999999529e-04,8.888099999999999690e-04
-4.223799999999999777e-04,4.449500000000000005e-04
-2.029300000000000103e-04,-1.490300000000000012e-04
-4.320599999999999934e-05,-4.542600000000000045e-04
3.777299999999999817e-06,-7.503199999999999583e-04
-8.544799999999999911e-05,-6.744299999999999514e-04
-1.816800000000000088e-04,-7.470400000000000304e-04
-2.759899999999999918e-04,-1.600400000000000086e-03
-4.450500000000000029e-04,-1.404899999999999942e-03
-5.436399999999999653e-04,-6.897999999999999618e-04
-6.088699999999999625e-04,-1.548799999999999916e-03
