-2.655948400497436523e+00,-2.797106742858886719e+00,-1.411583423614501953e-01
-2.663465023040771484e+00,-2.809130191802978516e+00,-1.456651687622070312e-01
-2.664161443710327148e+00,-2.805926561355590820e+00,-1.417651176452636719e-01
-2.671939373016357422e+00,-2.791306972503662109e+00,-1.193675994873046875e-01
-2.688394546508789062e+00,-2.793980121612548828e+00,-1.055855751037597656e-01
-2.692799091339111328e+00,-2.790772438049316406e+00,-9.797334671020507812e-02
-2.680759906768798828e+00,-2.783434391021728516e+00,-1.026744842529296875e-01
-2.672319412231445312e+00,-2.785295009613037109e+00,-1.129755973815917969e-01
-2.646663665771484375e+00,-2.779393672943115234e+00,-1.327300071716308594e-01
-2.647798538208007812e+00,-2.775020122528076172e+00,-1.272215843200683594e-01
-2.656552314758300781e+00,-2.770809650421142578e+00,-1.142573356628417969e-01
-2.674533367156982422e+00,-2.777991771697998047e+00,-1.034584045410156250e-01
-2.674022674560546875e+00,-2.773805618286132812e+00,-9.978294372558593750e-02
-2.682847976684570312e+00,-2.775700569152832031e+00,-9.285259246826171875e-02
-2.674859046936035156e+00,-2.769978046417236328e+00,-9.511899948120117188e-02
-2.669656753540039062e+00,-2.768014192581176758e+00,-9.835743904113769531e-02
-2.688708782196044922e+00,-2.772293567657470703e+00,-8.358478546142578125e-02
-2.702104568481445312e+00,-2.773761034011840820e+00,-7.165646553039550781e-02
-2.714221715927124023e+00,-2.779238939285278320e+00,-6.501722335815429688e-02
-2.696530938148498535e+00,-2.769494652748107910e+00,-7.296371459960937500e-02
-2.669263958930969238e+00,-2.752655506134033203e+00,-8.339154720306396484e-02
-2.643177840858697891e+00,-2.743857439607381821e+00,-1.006795987486839294e-01
-2.634396493434906006e+00,-2.736959815025329590e+00,-1.025633215904235840e-01
-2.651493310928344727e+00,-2.742195010185241699e+00,-9.070169925689697266e-02
-2.674659490585327148e+00,-2.750048518180847168e+00,-7.538902759552001953e-02
-2.686215758323669434e+00,-2.761152863502502441e+00,-7.493710517883300781e-02
-2.688828229904174805e+00,-2.762890815734863281e+00,-7.406258583068847656e-02
-2.684337228536605835e+00,-2.764620870351791382e+00,-8.028364181518554688e-02
-2.675631821155548096e+00,-2.767781794071197510e+00,-9.214997291564941406e-02
-2.680695056915283203e+00,-2.773193359375000000e+00,-9.249830245971679688e-02
-2.671697616577148438e+00,-2.763928413391113281e+00,-9.223079681396484375e-02
-2.657643318176269531e+00,-2.754546642303466797e+00,-9.690332412719726562e-02
-2.648360252380371094e+00,-2.761364936828613281e+00,-1.130046844482421875e-01
-2.638611435890197754e+00,-2.773012280464172363e+00,-1.344008445739746094e-01
