-2.033027303849029715e-02,-5.681213176119913333e-02,-3.648185871960145377e-02
-2.787905206572174541e-02,-6.894511236035003043e-02,-4.106606029152103099e-02
-2.860762630093511769e-02,-6.585103987444046458e-02,-3.724341357039898798e-02
-3.641770623146671493e-02,-5.134103520769410511e-02,-1.492332897312205128e-02
-5.290502738432741048e-02,-5.412379464269477525e-02,-1.218767255263496913e-03
-5.734171688809246159e-02,-5.102574746367891795e-02,6.315969427515583101e-03
-4.533467398132221687e-02,-4.379736279552388922e-02,1.537311188899617709e-03
-3.692631807470023175e-02,-4.576766963853742126e-02,-8.841351560737627235e-03
-1.130270718974926182e-02,-3.997604702959196843e-02,-2.867333983674521733e-02
-1.246971212265255910e-02,-3.571223640174445157e-02,-2.324252427599590373e-02
-2.125561806778829624e-02,-3.161152972510198472e-02,-1.035591165422008325e-02
-3.926879673686980293e-02,-3.890344199217880827e-02,3.653547477830768053e-04
-3.879022726348702044e-02,-3.482710504723562223e-02,3.963122219341048275e-03
-4.764764934031422150e-02,-3.683189777427492428e-02,1.081575156912649785e-02
-3.969083635143198785e-02,-3.121924220909584255e-02,8.471594145421146305e-03
-3.452065649903882094e-02,-2.936528077013237162e-02,5.155375731989465804e-03
-5.360479545970081583e-02,-3.375457338674740793e-02,1.985022207603291677e-02
-6.703268878791347751e-02,-3.533198234115471348e-02,3.170070644983531694e-02
-7.918193999166711627e-02,-4.091985519077925154e-02,3.826208480396110778e-02
-6.152326266348603218e-02,-3.128556112232382114e-02,3.023770154423279649e-02
-3.428838056587908689e-02,-1.455643178581315922e-02,1.973194878313476799e-02
-8.234356260120770377e-03,-5.868407261840593442e-03,2.365949001346474151e-03
5.149007734563670891e-04,9.191506762086312787e-04,4.042499058166740267e-04
-1.661400371101461049e-02,-4.426135685184538759e-03,1.218786802889213275e-02
-3.981226693696254815e-02,-1.238975935584785137e-02,2.742250758417533185e-02
-5.140061479932307720e-02,-2.360424474217953650e-02,2.779637006020202819e-02
-5.404516303601843152e-02,-2.545236134482203524e-02,2.859280169425324619e-02
-4.958623483393413689e-02,-2.729260455356830387e-02,2.229363028342086495e-02
-4.091289710478017427e-02,-3.056374100220467238e-02,1.034915610562827520e-02
-4.600819897996384633e-02,-3.608554308847063824e-02,9.922655894544642197e-03
-3.704282119795108269e-02,-2.693085785604468207e-02,1.011196334495596816e-02
-2.302058177099686881e-02,-1.765937140456614110e-02,5.361210369479105231e-03
-1.376957134395943166e-02,-2.458797436624259383e-02,-1.081840301923630426e-02
-4.052806594717217256e-03,-3.634565015429288420e-02,-3.229284355653026101e-02
-3.454118333841712032e-03,-4.575111187243257466e-02,-4.229699353554695895e-02
4.166716010966704103e-03,-4.402364158641986630e-02,-4.819035759434418809e-02
-8.460739824358824365e-03,-4.674639675105652509e-02,-3.828565692365705486e-02
-1.615280814362114389e-02,-4.920298094993608151e-02,-3.305017280327506718e-02
-2.352896810334784844e-02,-5.250788174639253042e-02,-2.897891364000589748e-02
-3.034019147481577944e-02,-5.406221733420044084e-02,-2.372202585634736877e-02
-3.447048354332545028e-02,-6.764893588411394210e-02,-3.317845233775325309e-02
-1.867017068106428118e-02,-6.175282644436737300e-02,-4.308265576026978905e-02
5.347272145877194141e-03,-5.830300398705789283e-02,-6.365027612990370454e-02
1.638378087151972501e-02,-6.487149348789277015e-02,-8.125527435638302265e-02
1.045505323637183591e-02,-6.664623941053962608e-02,-7.710129264388362880e-02
1.222629593403274165e-02,-6.770242083750074857e-02,-7.992871676850671347e-02
1.038588851347670150e-02,-9.001602218950961742e-02,-1.004019106999598371e-01
-2.260342548172617275e-02,-1.309795817924779837e-01,-1.083761563077262902e-01
-4.921265432952564439e-02,-1.551021098761293238e-01,-1.058894555435792029e-01
-5.181145933827029093e-02,-1.611017488646534490e-01,-1.092902895233589661e-01
-4.078082383779517428e-02,-1.611960203402044156e-01,-1.204151964993851048e-01
-1.287777829233714699e-02,-1.374951861345169446e-01,-1.246174078391553419e-01
3.655733003088589006e-02,-1.080916400372791131e-01,-1.446489700651402976e-01
6.870280391958397126e-02,-9.763094890331289188e-02,-1.663337528198718385e-01
6.946429067440582084e-02,-9.438387222959652989e-02,-1.638481629009767293e-01
6.966502106157249075e-02,-8.992469734508767853e-02,-1.595897184036332850e-01
7.269816832166686726e-02,-7.212077951081817540e-02,-1.448189478294580057e-01
6.719164309151011427e-02,-6.274879481906639467e-02,-1.299404379075502769e-01
6.855348448692499819e-02,-5.272070378588546158e-02,-1.212741882697856710e-01
5.740216939838992810e-02,-4.237410703347697927e-02,-9.977627642884315251e-02
4.258874917927037151e-02,-5.115966899624421749e-02,-9.374841817249243703e-02
3.898386746808561037e-02,-4.405894552699660821e-02,-8.304281299206056621e-02
3.494363772146623359e-02,-3.546431248581197876e-02,-7.040795020425850981e-02
4.163320202153016070e-02,-3.388731306059879211e-02,-7.552051507911060335e-02
2.710447079145541366e-02,-2.623137619665802042e-02,-5.333584698509624689e-02
1.631915403022291683e-02,-3.032139003723570425e-02,-4.664054406444306106e-02
1.409521440709969597e-02,-2.723073401275694083e-02,-4.132594841684264497e-02
1.205092758725998664e-02,-2.681622814349858899e-02,-3.886715572774653710e-02
2.796266364200169358e-02,-2.247779042255729914e-02,-5.044045406154864380e-02
4.131893695786403170e-02,-1.509112475405809811e-02,-5.641006170891353644e-02
4.888261184928516939e-02,-7.543621605566083743e-03,-5.642623345184448469e-02
3.647446605328386743e-02,-2.155566793221280059e-02,-5.803013398249146776e-02
3.194802576764623619e-02,-2.414009372610878210e-02,-5.608811949075206971e-02
1.195048921535819299e-02,-2.651938062831341383e-02,-3.846986984067062021e-02
3.444047285647554649e-03,-2.223318972128334597e-02,-2.567723700393294978e-02
7.241778683954348816e-04,-2.386799533701387116e-02,-2.459217320241395555e-02
-1.260123079190659384e-02,-2.876292683674409531e-02,-1.616169604184458999e-02
-2.416558578844658217e-02,-2.708768809414331333e-02,-2.922102302705543997e-03
