0.0025,1.0245,0,0,1,0,0
0.005,1.0081,0,0,0,0,0
0.0075,0.96635,0,0,0,0,0
0.01,0.90098,0,0,0,0,0
0.0125,0.81624,0,0,0,0,0
0.015,0.71744,0,0,0,0,0
0.0175,0.60955,0,0,0,0,0
0.02,0.49723,0,0,0,0,0
0.0225,0.38483,0,0,0,0,0
0.025,0.27637,0,0,0,0,0
0.0275,0.17557,0,0,0,0,0
0.03,0.085396,0,0,0,0,0
0.0325,0.0071556,0,0,0,0,0
0.035,-0.058427,0,0,0,0,0
0.0375,-0.111,0,0,0,0,0
0.04,-0.15059,0,0,0,0,0
0.0425,-0.1776,0,0,0,0,0
0.045,-0.19281,0,0,0,0,0
0.0475,-0.19737,0,0,0,1,0
0.05,-0.1928,0,0,0,0,0
0.0525,-0.18099,0,0,0,0,0
0.055,-0.16353,0,0,0,0,0
0.0575,-0.14227,0,0,0,0,0
0.06,-0.11897,0,0,0,0,0
0.0625,-0.09511,0,0,0,0,0
0.065,-0.071896,0,0,0,0,0
0.0675,-0.050269,0,0,0,0,0
0.07,-0.030891,0,0,0,0,0
0.0725,-0.014153,0,0,0,0,0
0.075,-0.00017411,0,0,0,0,0
0.0775,0.011201,0,0,0,0,0
0.08,0.020338,0,0,0,0,0
0.0825,0.027496,0,0,0,0,0
0.085,0.033024,0,0,0,0,0
0.0875,0.037253,0,0,0,0,0
0.09,0.040481,0,0,0,0,0
0.0925,0.042969,0,0,0,0,0
0.095,0.044941,0,0,0,0,0
0.0975,0.046587,0,0,0,0,0
0.1,0.048061,0,0,0,0,0
0.1025,0.04948,0,0,0,0,0
0.105,0.050928,0,0,0,0,0
0.1075,0.052449,0,0,0,0,0
0.11,0.054056,0,0,0,0,0
0.1125,0.055722,0,0,0,0,0
0.115,0.057429,0,0,0,0,0
0.1175,0.059244,0,0,0,0,0
0.12,0.061177,0,0,0,0,0
0.1225,0.06324,0,0,0,0,0
0.125,0.065441,0,0,0,0,0
0.1275,0.067789,0,0,0,0,0
0.13,0.070293,0,0,0,0,0
0.1325,0.072962,0,0,0,0,0
0.135,0.075804,0,0,0,0,0
0.1375,0.078829,0,0,0,0,0
0.14,0.082044,0,0,0,0,0
0.1425,0.085457,0,0,0,0,0
0.145,0.089076,0,0,0,0,0
0.1475,0.092909,0,0,0,0,0
0.15,0.096964,0,0,0,0,0
0.1525,0.10125,0,0,0,0,0
0.155,0.10577,0,0,0,0,0
0.1575,0.11052,0,0,0,0,0
0.16,0.11551,0,0,0,0,0
0.1625,0.12076,0,0,0,0,0
0.165,0.12626,0,0,0,0,0
0.1675,0.13201,0,0,0,0,0
0.17,0.13803,0,0,0,0,0
0.1725,0.14431,0,0,0,0,0
0.175,0.15085,0,0,0,0,0
0.1775,0.15765,0,0,0,0,0
0.18,0.1647,0,0,0,0,0
0.1825,0.17201,0,0,0,0,0
0.185,0.17955,0,0,0,0,0
0.1875,0.18733,0,0,0,0,0
0.19,0.19534,0,0,0,0,0
0.1925,0.20355,0,0,0,0,0
0.195,0.21196,0,0,0,0,0
0.1975,0.22056,0,0,0,0,0
0.2,0.22932,0,0,0,0,0
0.2025,0.23823,0,0,0,0,0
0.205,0.24727,0,0,0,0,0
0.2075,0.25642,0,0,0,0,0
0.21,0.26565,0,0,0,0,0
0.2125,0.27494,0,0,0,0,0
0.215,0.28426,0,0,0,0,0
0.2175,0.2936,0,0,0,0,0
0.22,0.30294,0,0,0,0,0
0.2225,0.31224,0,0,0,0,0
0.225,0.32146,0,0,0,0,0
0.2275,0.33056,0,0,0,0,0
0.23,0.33952,0,0,0,0,0
0.2325,0.34828,0,0,0,0,0
0.235,0.35683,0,0,0,0,0
0.2375,0.36513,0,0,0,0,0
0.24,0.37315,0,0,0,0,0
0.2425,0.38085,0,0,0,0,0
0.245,0.38821,0,0,0,0,0
0.2475,0.3952,0,0,0,0,0
0.25,0.4018,0,0,0,0,0
0.2525,0.40798,0,0,0,0,0
0.255,0.4137,0,0,0,0,0
0.2575,0.41897,0,0,0,0,0
0.26,0.42373,0,0,0,0,0
0.2625,0.42799,0,0,0,0,0
0.265,0.43172,0,0,0,0,0
0.2675,0.43489,0,0,0,0,0
0.27,0.4375,0,0,0,0,0
0.2725,0.43952,0,0,0,0,0
0.275,0.44094,0,0,0,0,0
0.2775,0.44174,0,0,0,0,0
0.28,0.44191,0,0,0,0,1
0.2825,0.44144,0,0,0,0,0
0.285,0.44034,0,0,0,0,0
0.2875,0.43863,0,0,0,0,0
0.29,0.43633,0,0,0,0,0
0.2925,0.43344,0,0,0,0,0
0.295,0.43,0,0,0,0,0
0.2975,0.42601,0,0,0,0,0
0.3,0.4215,0,0,0,0,0
0.3025,0.41648,0,0,0,0,0
0.305,0.41098,0,0,0,0,0
0.3075,0.40502,0,0,0,0,0
0.31,0.39862,0,0,0,0,0
0.3125,0.3918,0,0,0,0,0
0.315,0.38459,0,0,0,0,0
0.3175,0.37702,0,0,0,0,0
0.32,0.36911,0,0,0,0,0
0.3225,0.36088,0,0,0,0,0
0.325,0.35237,0,0,0,0,0
0.3275,0.34361,0,0,0,0,0
0.33,0.33462,0,0,0,0,0
0.3325,0.32544,0,0,0,0,0
0.335,0.31609,0,0,0,0,0
0.3375,0.30661,0,0,0,0,0
0.34,0.29704,0,0,0,0,0
0.3425,0.28741,0,0,0,0,0
0.345,0.27775,0,0,0,0,0
0.3475,0.2681,0,0,0,0,0
0.35,0.2585,0,0,0,0,0
0.3525,0.24898,0,0,0,0,0
0.355,0.23959,0,0,0,0,0
0.3575,0.23035,0,0,0,0,0
0.36,0.22127,0,0,0,0,0
0.3625,0.21236,0,0,0,0,0
0.365,0.20364,0,0,0,0,0
0.3675,0.19512,0,0,0,0,0
0.37,0.18682,0,0,0,0,0
0.3725,0.17875,0,0,0,0,0
0.375,0.17093,0,0,0,0,0
0.3775,0.16335,0,0,0,0,0
0.38,0.15605,0,0,0,0,0
0.3825,0.14901,0,0,0,0,0
0.385,0.14225,0,0,0,0,0
0.3875,0.13577,0,0,0,0,0
0.39,0.12958,0,0,0,0,0
0.3925,0.12367,0,0,0,0,0
0.395,0.11806,0,0,0,0,0
0.3975,0.11274,0,0,0,0,0
0.4,0.10771,0,0,0,0,0
0.4025,0.10296,0,0,0,0,0
0.405,0.098497,0,0,0,0,0
0.4075,0.094309,0,0,0,0,0
0.41,0.09039,0,0,0,0,0
0.4125,0.086734,0,0,0,0,0
0.415,0.083329,0,0,0,0,0
0.4175,0.080166,0,0,0,0,0
0.42,0.077232,0,0,0,0,0
0.4225,0.074515,0,0,0,0,0
0.425,0.072011,0,0,0,0,0
0.4275,0.069716,0,0,0,0,0
0.43,0.067619,0,0,0,0,0
0.4325,0.065711,0,0,0,0,0
0.435,0.06398,0,0,0,0,0
0.4375,0.062418,0,0,0,0,0
0.44,0.061015,0,0,0,0,0
0.4425,0.059761,0,0,0,0,0
0.445,0.058648,0,0,0,0,0
0.4475,0.057668,0,0,0,0,0
0.45,0.056812,0,0,0,0,0
0.4525,0.056072,0,0,0,0,0
0.455,0.05544,0,0,0,0,0
0.4575,0.054909,0,0,0,0,0
0.46,0.054473,0,0,0,0,0
0.4625,0.054123,0,0,0,0,0
0.465,0.053855,0,0,0,0,0
0.4675,0.053661,0,0,0,0,0
0.47,0.053535,0,0,0,0,0
0.4725,0.053473,0,0,0,0,0
0.475,0.053469,0,0,0,0,0
0.4775,0.053517,0,0,0,0,0
0.48,0.053614,0,0,0,0,0
0.4825,0.053754,0,0,0,0,0
0.485,0.053934,0,0,0,0,0
0.4875,0.05415,0,0,0,0,0
0.49,0.054398,0,0,0,0,0
0.4925,0.054681,0,0,0,0,0
0.495,0.055001,0,0,0,0,0
0.4975,0.055356,0,0,0,0,0
0.5,0.05574,0,0,0,0,0
0.5025,0.056151,0,0,0,0,0
0.505,0.056587,0,0,0,0,0
0.5075,0.057043,0,0,0,0,0
0.51,0.057518,0,0,0,0,0
0.5125,0.058008,0,0,0,0,0
0.515,0.058512,0,0,0,0,0
0.5175,0.059026,0,0,0,0,0
0.52,0.059549,0,0,0,0,0
0.5225,0.060079,0,0,0,0,0
0.525,0.060614,0,0,0,0,0
0.5275,0.061152,0,0,0,0,0
0.53,0.061691,0,0,0,0,0
0.5325,0.062231,0,0,0,0,0
0.535,0.06277,0,0,0,0,0
0.5375,0.063307,0,0,0,0,0
0.54,0.063842,0,0,0,0,0
0.5425,0.064372,0,0,0,0,0
0.545,0.064899,0,0,0,0,0
0.5475,0.065421,0,0,0,0,0
0.55,0.065939,0,0,0,0,0
0.5525,0.066452,0,0,0,0,0
0.555,0.06696,0,0,0,0,0
0.5575,0.067463,0,0,0,0,0
0.56,0.067963,0,0,0,0,0
0.5625,0.068458,0,0,0,0,0
0.565,0.068951,0,0,0,0,0
0.5675,0.069442,0,0,0,0,0
0.57,0.069933,0,0,0,0,0
0.5725,0.070423,0,0,0,0,0
0.575,0.070915,0,0,0,0,0
0.5775,0.07141,0,0,0,0,0
0.58,0.071908,0,0,0,0,0
0.5825,0.072408,0,0,0,0,0
0.585,0.072909,0,0,0,0,0
0.5875,0.073409,0,0,0,0,0
0.59,0.073909,0,0,0,0,0
0.5925,0.074409,0,0,0,0,0
0.595,0.074907,0,0,0,0,0
0.5975,0.075405,0,0,0,0,0
0.6,0.075901,0,0,0,0,0
0.6025,0.076396,0,0,0,0,0
0.605,0.076889,0,0,0,0,0
0.6075,0.077381,0,0,0,0,0
0.61,0.077872,0,0,0,0,0
0.6125,0.07836,0,0,0,0,0
0.615,0.078848,0,0,0,0,0
0.6175,0.079333,0,0,0,0,0
0.62,0.079818,0,0,0,0,0
0.6225,0.080302,0,0,0,0,0
0.625,0.080784,0,0,0,0,0
0.6275,0.081267,0,0,0,0,0
0.63,0.081749,0,0,0,0,0
0.6325,0.082231,0,0,0,0,0
0.635,0.082714,0,0,0,0,0
0.6375,0.083198,0,0,0,0,0
0.64,0.083684,0,0,0,0,0
0.6425,0.084171,0,0,0,0,0
0.645,0.084661,0,0,0,0,0
0.6475,0.085155,0,0,0,0,0
0.65,0.085652,0,0,0,0,0
0.6525,0.086154,0,0,0,0,0
0.655,0.086661,0,0,0,0,0
0.6575,0.087175,0,0,0,0,0
0.66,0.087695,0,0,0,0,0
0.6625,0.088223,0,0,0,0,0
0.665,0.088759,0,0,0,0,0
0.6675,0.089286,0,0,0,0,0
0.67,0.089805,0,0,0,0,0
0.6725,0.090325,0,0,0,0,0
0.675,0.090859,0,0,0,0,0
0.6775,0.091418,0,0,0,0,0
0.68,0.092013,0,0,0,0,0
0.6825,0.092656,0,0,0,0,0
0.685,0.09336,0,0,0,0,0
0.6875,0.094136,0,0,0,0,0
0.69,0.094998,0,0,0,0,0
0.6925,0.095958,0,0,0,0,0
0.695,0.09703,0,0,0,0,0
0.6975,0.098226,0,0,0,0,0
0.7,0.09956,0,0,0,0,0
0.7025,0.10105,0,0,0,0,0
0.705,0.1027,0,0,0,0,0
0.7075,0.10453,0,0,0,0,0
0.71,0.10656,0,0,0,0,0
0.7125,0.10879,0,0,0,0,0
0.715,0.11125,0,0,0,0,0
0.7175,0.11395,0,0,0,0,0
0.72,0.11691,0,0,0,0,0
0.7225,0.12013,0,0,0,0,0
0.725,0.12364,0,0,0,0,0
0.7275,0.12746,0,0,0,0,0
0.73,0.13159,0,0,0,0,0
0.7325,0.13606,0,0,0,0,0
0.735,0.14088,0,0,0,0,0
0.7375,0.14607,0,0,0,0,0
0.74,0.15164,0,0,0,0,0
0.7425,0.15762,0,0,0,0,0
0.745,0.16402,0,0,0,0,0
0.7475,0.17087,0,0,0,0,0
0.75,0.17817,0,0,0,0,0
0.7525,0.186,0,0,0,0,0
0.755,0.19444,0,0,0,0,0
0.7575,0.20337,0,0,0,0,0
0.76,0.21269,0,0,0,0,0
0.7625,0.22229,0,0,0,0,0
0.765,0.23207,0,0,0,0,0
0.7675,0.24193,0,0,0,0,0
0.77,0.2518,0,0,0,0,0
0.7725,0.26157,0,0,0,0,0
0.775,0.27116,0,0,0,0,0
0.7775,0.28051,0,0,0,0,0
0.78,0.28953,0,0,0,0,0
0.7825,0.29816,0,0,0,0,0
0.785,0.30633,0,0,0,0,0
0.7875,0.31399,0,0,0,0,0
0.79,0.32107,0,0,0,0,0
0.7925,0.32753,0,0,0,0,0
0.795,0.33331,0,0,0,0,0
0.7975,0.33838,0,0,0,0,0
0.8,0.34271,0,0,0,0,0
0.8025,0.34624,0,0,0,0,0
0.805,0.34896,0,0,0,0,0
0.8075,0.35085,0,0,0,0,0
0.81,0.35187,0,0,0,0,0
0.8125,0.35202,1,0,0,0,0
0.815,0.35129,0,0,0,0,0
0.8175,0.34966,0,0,0,0,0
0.82,0.34713,0,0,0,0,0
0.8225,0.34372,0,0,0,0,0
0.825,0.33941,0,0,0,0,0
0.8275,0.33423,0,0,0,0,0
0.83,0.32818,0,0,0,0,0
0.8325,0.32134,0,0,0,0,0
0.835,0.31383,0,0,0,0,0
0.8375,0.30575,0,0,0,0,0
0.84,0.29722,0,0,0,0,0
0.8425,0.28833,0,0,0,0,0
0.845,0.27918,0,0,0,0,0
0.8475,0.26985,0,0,0,0,0
0.85,0.26044,0,0,0,0,0
0.8525,0.25101,0,0,0,0,0
0.855,0.24164,0,0,0,0,0
0.8575,0.2324,0,0,0,0,0
0.86,0.22334,0,0,0,0,0
0.8625,0.21451,0,0,0,0,0
0.865,0.20597,0,0,0,0,0
0.8675,0.19775,0,0,0,0,0
0.87,0.1899,0,0,0,0,0
0.8725,0.18243,0,0,0,0,0
0.875,0.17539,0,0,0,0,0
0.8775,0.16878,0,0,0,0,0
0.88,0.16261,0,0,0,0,0
0.8825,0.1569,0,0,0,0,0
0.885,0.15164,0,0,0,0,0
0.8875,0.14683,0,0,0,0,0
0.89,0.14246,0,0,0,0,0
0.8925,0.13851,0,0,0,0,0
0.895,0.13496,0,0,0,0,0
0.8975,0.13177,0,0,0,0,0
0.9,0.12893,0,0,0,0,0
0.9025,0.12639,0,0,0,0,0
0.905,0.12415,0,0,0,0,0
0.9075,0.12216,0,0,0,0,0
0.91,0.12039,0,0,0,0,0
0.9125,0.11876,0,0,0,0,0
0.915,0.11718,0,0,0,0,0
0.9175,0.11555,0,0,0,0,0
0.92,0.11375,0,0,0,0,0
0.9225,0.11166,0,0,0,0,0
0.925,0.10904,0,0,0,0,0
0.9275,0.10562,0,0,0,0,0
0.93,0.10117,0,0,0,0,0
0.9325,0.095485,0,0,0,0,0
0.935,0.088381,0,0,0,0,0
0.9375,0.079711,0,0,0,0,0
